"Nom";"ISIN";"Symbole";"Marché";"Trading Currency";"Ouvert";"Haut";"Bas";"Dernier";"Last Date/Time";"Time Zone";"Volume";"Capitaux"
"European Equities";"";;;;;;;;;;;
"02 Nov 2013";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"GENERAL ELECTRIC";"US3696041033";"GEn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"GENERAL ELECTRIC";"US3696041033";"GNE";"NYSE Euronext Paris";"EUR";"19,22";"19,50";"19,22";"19,38";"01/11/2013 16:21";"CET";"9153";"177511,07"
"GENERALE DE SANTE";"FR0000044471";"GDS";"NYSE Euronext Paris";"EUR";"13,90";"14,80";"13,90";"14,80";"01/11/2013 17:35";"CET";"5673";"82658,96"
"GENERALI ASS.";"IT0000062072";"Gm";"NYSE Arca Europe";"EUR";"12,15";"12,15";"12,15";"12,15";"05/04/2013 15:22";"CET";"850";"10327,50"
"GENERIX";"FR0010501692";"GENX";"NYSE Euronext Paris";"EUR";"1,31";"1,34";"1,31";"1,34";"01/11/2013 17:07";"CET";"2835";"3756,84"
"GENESIS EMERG MKTS";"GG00B4L0PD47";"GSSl";"NYSE Arca Europe";"GBX";"500,50";"500,50";"500,50";"500,50";"21/06/2013 14:37";"CET";"100";"50050,00"
"GENFIT";"FR0004163111";"ALGFT";"NYSE Alternext Paris";"EUR";"9,34";"9,68";"9,00";"9,02";"01/11/2013 17:35";"CET";"834758";"7795809,53"
"GENK LOGIST. CERT";"BE0003740546";"GENK";"NYSE Euronext Brussels";"EUR";"132,60";"132,60";"132,60";"132,60";"31/10/2013 15:00";"CET";"17";"2254,20"
"GENMAB";"DK0010272202";"GENc";"NYSE Arca Europe";"DKK";"197,00";"197,00";"197,00";"197,00";"11/06/2013 15:53";"CET";"654";"128838,00"
"GENOWAY";"FR0004053510";"ALGEN";"NYSE Alternext Paris";"EUR";"1,56";"1,56";"1,56";"1,56";"01/11/2013 09:00";"CET";"1";"1,56"
"GENUS";"GB0002074580";"GNSl";"NYSE Arca Europe";"GBX";"1451,00";"1451,00";"1451,00";"1451,00";"23/08/2013 17:29";"CET";"3";"4353,00"
"GEOREX PROV.REGPT";"FR0000057945";"MLGEO";"Marché Libre Paris";"EUR";"0,85";"0,85";"0,85";"0,85";"31/10/2013 15:00";"CET";"1";"0,85"
"GEORG FISCHER N";"CH0001752309";"FINz";"NYSE Arca Europe";"CHF";"397,20";"397,20";"397,20";"397,20";"12/02/2013 09:51";"CET";"4";"1588,80"
"GEOX";"IT0003697080";"GEOm";"NYSE Arca Europe";"EUR";"2,6725";"2,685";"2,6725";"2,685";"15/02/2012 15:39";"CET";"2000";"5357,50"
"GERRESHEIMER";"DE000A0LD6E6";"GXId";"NYSE Arca Europe";"EUR";"46,70";"46,70";"46,70";"46,70";"12/08/2013 15:21";"CET";"50";"2335,00"
"GERRY WEBER INTL";"DE0003304101";"GWI1d";"NYSE Arca Europe";"EUR";"31,115";"31,115";"31,115";"31,115";"11/06/2013 11:32";"CET";"80";"2489,20"
"GETINGE B";"SE0000202624";"GETIBs";"NYSE Arca Europe";"SEK";"195,10";"195,10";"195,10";"195,10";"19/02/2013 09:23";"CET";"27";"5267,70"
"GEVELOT";"FR0000033888";"ALGEV";"NYSE Alternext Paris";"EUR";"68,80";"68,80";"68,80";"68,80";"01/11/2013 15:30";"CET";"7";"481,60"
"GFI INFORMATIQUE";"FR0004038099";"GFI";"NYSE Euronext Paris";"EUR";"4,24";"4,26";"4,24";"4,26";"01/11/2013 17:35";"CET";"2694";"11463,30"
"GILEAD SCIENCES";"US3755581036";"GILDn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"GIMV";"BE0003699130";"GIMB";"NYSE Euronext Brussels";"EUR";"37,21";"37,30";"37,10";"37,11";"01/11/2013 17:35";"CET";"3505";"130300,68"
"GIORGIO FEDON";"IT0001210050";"FED";"NYSE Euronext Paris";"EUR";"5,50";"5,50";"5,50";"5,50";"01/11/2013 09:00";"CET";"1";"5,50"
"GIVAUDAN N";"CH0010645932";"GIVNz";"NYSE Arca Europe";"CHF";"1120,00";"1120,00";"1120,00";"1120,00";"28/02/2013 15:36";"CET";"2";"2240,00"
"GJENSIDIGE FORSIKR";"NO0010582521";"GJFo";"NYSE Arca Europe";"NOK";"80,60";"80,60";"80,60";"80,60";"11/12/2012 15:11";"CET";"179";"14427,40"
"GKN";"GB0030646508";"GKNl";"NYSE Arca Europe";"GBX";"330,30";"332,50";"329,40";"329,40";"30/08/2013 13:33";"CET";"376";"124399,30"
"GL EVENTS";"FR0000066672";"GLO";"NYSE Euronext Paris";"EUR";"15,99";"16,75";"15,81";"16,21";"01/11/2013 17:35";"CET";"20406";"331119,36"
"GLANBIA";"IE0000669501";"GL9i";"NYSE Arca Europe";"EUR";"7,849";"7,849";"7,849";"7,849";"21/11/2012 08:18";"CET";"296";"2323,304"
"GLAXOSMITHKLINE";"GB0009252882";"GSKl";"NYSE Arca Europe";"GBX";"1563,50";"1563,50";"1563,50";"1563,50";"14/10/2013 17:02";"CET";"600";"938100,00"
"GLENCORE XSTRATA";"JE00B4T3BW64";"GLENl";"NYSE Arca Europe";"GBX";"307,50";"307,50";"307,20";"307,20";"30/08/2013 09:51";"CET";"300";"92190,00"
"GLINTT";"PTPAD0AM0007";"GLINT";"NYSE Euronext Lisbon";"EUR";"0,22";"0,22";"0,21";"0,22";"01/11/2013 16:29";"GMT";"11010";"2422,10"
"GLOBAL BIOENERGIES";"FR0011052257";"ALGBE";"NYSE Alternext Paris";"EUR";"26,87";"26,87";"26,70";"26,87";"01/11/2013 16:46";"CET";"286";"7682,87"
"GLOBAL ECOPOWER";"FR0011289198";"ALGEP";"NYSE Alternext Paris";"EUR";"5,09";"5,25";"4,95";"4,95";"01/11/2013 17:15";"CET";"1610";"8224,44"
"GLOBAL EQUITIES CM";"FR0004029452";"MLGE";"Marché Libre Paris";"EUR";"0,11";"0,11";"0,11";"0,11";"21/03/2013 15:00";"CET";"500";"55,00"
"GLOBAL GRAPHICS";"FR0004152221";"GLOG";"NYSE Euronext Brussels";"EUR";"1,25";"1,26";"1,22";"1,22";"01/11/2013 14:22";"CET";"1650";"2046,75"
"GLOBAL INTERFACE";"FR0010108688";"MLGLO";"Marché Libre Paris";"EUR";"0,01";"0,01";"0,01";"0,01";"21/10/2013 15:00";"CET";"100000";"1000,00"
"GLOBAL INVESTMENT";"FR0004060234";"ALGIS";"NYSE Alternext Paris";"EUR";"0,64";"0,64";"0,64";"0,64";"31/10/2013 15:30";"CET";"3200";"2048,00"
"GLOBALISBSADEC2015";"FR0010972000";"GISBS";"NYSE Alternext Paris";"EUR";"0,24";"0,24";"0,24";"0,24";"24/12/2012 12:00";"CET";"2765";"663,60"
"GN STORE NORD LTD";"DK0010272632";"GNc";"NYSE Arca Europe";"DKK";"83,95";"83,95";"83,95";"83,95";"13/09/2012 09:33";"CET";"150";"12592,50"
"GO-AHEAD GRP";"GB0003753778";"GOGl";"NYSE Arca Europe";"GBX";"1494,00";"1494,00";"1494,00";"1494,00";"12/08/2013 17:10";"CET";"1";"1494,00"
"GOLD BY GOLD";"FR0011208693";"ALGLD";"NYSE Alternext Paris";"EUR";"3,22";"3,22";"3,22";"3,22";"01/11/2013 09:00";"CET";"1";"3,22"
"GOLDEN OCEAN GROUP";"BMG4032A1045";"GOGLo";"NYSE Arca Europe";"NOK";"4,50";"4,50";"4,50";"4,50";"01/08/2012 15:07";"CET";"2826";"12717,00"
"GOLDFIELDS CERT";"BE0004612538";"GFLBC";"NYSE Euronext Brussels";"EUR";"3,52";"3,52";"3,45";"3,45";"01/11/2013 15:17";"CET";"8270";"28923,25"
"GOLDMAN SACHS GRP";"US38141G1040";"GSn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"GOLOG";"LU0310864698";"MLGOL";"Marché Libre Paris";"EUR";"2,50";"2,50";"2,50";"2,50";"17/07/2009 15:11";"CET";"23806";"-"
"GOODYEAR CERT";"BE0004359916";"GT";"NYSE Euronext Brussels";"EUR";"16,00";"16,00";"14,32";"14,32";"29/10/2013 16:30";"CET";"3160";"50543,20"
"GOOGLE A";"US38259P5089";"GOOGn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"GPE GROUP PIZZORNO";"FR0010214064";"GPE";"NYSE Euronext Paris";"EUR";"17,01";"17,05";"17,01";"17,05";"01/11/2013 17:35";"CET";"70";"1193,10"
"GRAFTON GROUP UNIT";"IE00B00MZ448";"GN5i";"NYSE Arca Europe";"GBX";"3,781";"3,789";"3,781";"3,789";"22/11/2012 08:56";"CET";"2000";"8753,453"
"GRAINES VOLTZ";"FR0000065971";"GRVO";"NYSE Euronext Paris";"EUR";"19,60";"19,60";"19,60";"19,60";"01/11/2013 11:30";"CET";"632";"12387,20"
"GRAINGER";"GB00B04V1276";"GRIl";"NYSE Arca Europe";"GBX";"180,50";"180,50";"180,50";"180,50";"02/08/2013 14:06";"CET";"100";"18050,00"
